Name,Surname,Country,Year,Category,Motivation,Institution,Other,
Natasha,Mesinkovska,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Homei,Miyashita,Japan,2023,Nutrition,for experiments to determine how electrified chopsticks and drinking straws can change the taste of food.,,,
Hiromi,Nakamura,Japan,2023,Nutrition,for experiments to determine how electrified chopsticks and drinking straws can change the taste of food.,,,
Katy,Tam,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Cyanea,Poon,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Victoria ,Hui,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Wijnand,van Tilburg,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Christy,Wong,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Vivian,Kwong,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Gigi,Yuen,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Christian,Chan,Hong Kong/China/Canada/UK/Netherlands/Ireland/US/Japan,2023,Education,for methodically studying the boredom of teachers and students.,,,
Stanley,Milgram,US,2023,Psychology,for experiments on a city street to see how many passersby stop to look upward when they see strangers looking upward,,,
Leonard,Bickman,US,2023,Psychology,for experiments on a city street to see how many passersby stop to look upward when they see strangers looking upward,,,
Lawrence,Berkowitz,US,2023,Psychology,for experiments on a city street to see how many passersby stop to look upward when they see strangers looking upward,,,
Bieito,Fernández Castro,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Marian,Peña,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Enrique,Nogueira,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Miguel,Gilcoto,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Esperanza,Broullón,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Antonio,Comesaña,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Damien,Bouffard,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Alberto,C. Naveira Garabato,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
Beatriz,Mouriño-Carballido,Spain/Galicia/Switzerland/France/UK,2023,Physics,for measuring the extent to which ocean-water mixing is affected by the sexual activity of anchovies.,,,
B.F.,Skinner,US,2024,Peace,for experiments to see the feasibility of housing live pigeons inside missiles to guide the flight paths of the missiles.,,,
Jacob,White,Germany/Brazil/US,2024,Botany ,for finding evidence that some real plants imitate the shapes of neighboring artificial plastic plants.,,,
Felipe,Yamashita,Germany/Brazil/US,2024,Botany ,for finding evidence that some real plants imitate the shapes of neighboring artificial plastic plants.,,,
Marjolaine,Willems,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Quentin,Hennocq,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Sara,Tunon de Lara,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Nicolas,Kogane,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Vincent,Fleury,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Romy,Rayssiguier,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Juan José,Cortés Santander,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Roberto,Requena,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Julien,Stirnemann,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Roman,Hossein Khonsari,France/Chile,2024,Anatomy,for studying whether the hair on the heads of most people in the northern hemisphere swirls in the same direction (clockwise or counter-clockwise?) as hair on the heads of most people in the southern hemisphere.,,,
Lieven,A. Schenk,Switzerland/Germany/Belgium,2024,Medicine,for demonstrating that fake medicine that causes painful side-effects can be more effective than fake medicine that does not cause painful side-effects.,,,
Tahmine,Fadai,Switzerland/Germany/Belgium,2024,Medicine,for demonstrating that fake medicine that causes painful side-effects can be more effective than fake medicine that does not cause painful side-effects.,,,
Christian,Büchel,Switzerland/Germany/Belgium,2024,Medicine,for demonstrating that fake medicine that causes painful side-effects can be more effective than fake medicine that does not cause painful side-effects.,,,
James,C. Liao,US,2024,Physics,for demonstrating and explaining the swimming abilities of a dead trout.,,,
Ryo,Okabe,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Toyofumi,F. Chen-Yoshikawa,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Yosuke,Yoneyama,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Yuhei,Yokoyama,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Satona,Tanaka,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Akihiko,Yoshizawa,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Wendy,L. Thompson,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Gokul,Kannan,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Eiji,Kobayashi,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Hiroshi,Date,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
Takanori,Takebe,Japan/US,2024,Physiology,for discovering that many mammals are capable of breathing through their anus.,,,
František,Bartoš,Netherlands/Switzerland/Belgium/France/Germany/Hungary/Czech Republic,2024,Probability ,"for showing, both in theory and by 350,757 experiments, that when you flip a coin, it tends to land on the same side as it started",,,
Eric-Jan,Wagenmakers,Netherlands/Switzerland/Belgium/France/Germany/Hungary/Czech Republic,2024,Probability ,"for showing, both in theory and by 350,757 experiments, that when you flip a coin, it tends to land on the same side as it started",,,
Alexandra,Sarafoglou,Netherlands/Switzerland/Belgium/France/Germany/Hungary/Czech Republic,2024,Probability ,"for showing, both in theory and by 350,757 experiments, that when you flip a coin, it tends to land on the same side as it started",,,
Henrik,Godmann and many colleagues,Netherlands/Switzerland/Belgium/France/Germany/Hungary/Czech Republic,2024,Probability ,"for showing, both in theory and by 350,757 experiments, that when you flip a coin, it tends to land on the same side as it started",,,
Tess,Heeremans,Netherlands/France,2024,Chemistry ,for using chromatography to separate drunk and sober worms.,,,
Antoine,Deblais,Netherlands/France,2024,Chemistry ,for using chromatography to separate drunk and sober worms.,,,
Daniel,Bonn,Netherlands/France,2024,Chemistry ,for using chromatography to separate drunk and sober worms.,,,
Sander,Woutersen,Netherlands/France,2024,Chemistry ,for using chromatography to separate drunk and sober worms.,,,
Saul,Justin Newman,Australia/UK,2024,Demography ,for detective work to discover that many of the people famous for having the longest lives lived in places that had lousy birth-and-death recordkeeping.,,,
Fordyce,Ely,US,2024,Biology,"for exploding a paper bag next to a cat that’s standing on the back of a cow, to explore how and when cows spew their milk.",,,
William,E. Petersen,US,2024,Biology,"for exploding a paper bag next to a cat that’s standing on the back of a cow, to explore how and when cows spew their milk.",,,
